Sentiment,Review
0,I avoid this place!  They play extrememly loud music on Saturday nights till 2am. I will not go there until they change their practices.
0,"the food is ok but I'm taking a star away because they don't have a croque madame for brunch.  unheard of for a \""French bistro\"".  I had the bistro burger with frites.  cooked nicely with high quality meat.  the bun could have been a little fresher but overall a decent meal.  dessert sucked.  we shared a \""key-lime cheesecake\"". between 3 of us, 75% of it was left on the plate.  it was a plain cheesecake (and not close to fresh).  the \""key-lime\"" aspect was a neon green jelly like substance squirted on top and around the cheesecake. hidioso."
1,"I was gonna make this place my first 5 star, but I don't give 5 stars, so decided to keep in tradition.\n\nThis place was such a fantastic find. We are a huge fan of BYOW places, because it allows you to focus more on the food/experience rather than counting ridiculous wine bottle prices. So I had this place bookmarked for a while.\n\nWe decided to try it out, and it was unique and really great. \n\nAs soon as we walked in, about 8pm, with two wine bottles, we found the owner playing violin for and joking with a table in the middle of the place. We walked in and he stopped and said, \""Ahhh! You must be hungry too! Sit!\"" It was funny and welcoming and warm. We then sat and opened the wine and he came and explained the menu, which features about 5 main courses, and other things like soups/salads etc. All the stuff is home made food. NOTE: This is a small place by a guy and his wife, and they make the menu every night. \n\nUsually, that's not exactly my thing, either because of a stand off-ish vibe, or something. But this place really had a lovely aura. We though we were in an Eastern European town for a couple of hours.\n\nMenu features mostly meat items, but there are vegetarian options, as my wife is vegetarian. We had two vegetable soups, I had stuffed cabbage (lamb and shredded cabbage with garnishes and sauce) and my wife had a mushroom dish (portobello mushrooms cooked in sauce and served with potatos). We shared a salad, and then we had a crepe desert to share also.\n\nIt was an amazingly excellent meal. I swear to God one of the best food meals I have ever had anywhere. My plate was HUGE, and I eventually ate it all, slowly. Even though the vibe was different, the place was so chill, so friendly, and the food was amazing. We sat and talked and drank wine over the course of two hours and had a great time. And at the end, for two people, the bill was $35! It was really great.\n\nWe then walked out, feeling super energized and good. And walked down duluth street to the park. It was a really great evening, and we were surprised.\n\nWe're totally sold now, and will 100% revisit several times. It's a great unique experience. Go there. Do not expect a situation though where you can be rude to the owners and treat them like they work for you. Diners with that approach might be met unkindly, which one of the reviews below suggests to me could be the case.\n\nThree other tables came in while we were there, and everyone of us was loving it. Great place."
0,"I would avoid. The food is OK, the prices are ludicrous, the portions are tiny. This is small portions of average food at fine dining prices."
0,"For years I've listened to co-workers tell me how great this place is. The Yelp reviews spoke well for the place too. Where this comes from I'll never know.\n\nThis weekend we went to Pedro's for the first time and I was super excited. I love Mexican food, Americanized or not. I was extremely disappointed in this place.\n\nChips and salsa are a staple of any Mexican restaurant and they've got them here. Good sign I thought. I put some on a chip and crunched it in my mouth and was immediately disappointed. I don't know what the deal was with it but it was not good. My wife thought canned, I disagreed but whatever it was, it was sweet. Sweet salsa is no good in my book.\n\nI was skeptical at this point and we got our menus and looked them over while trying to modify the salsa to our liking. I think their food is a little pricey compared to a lot of places in town which made me even more skeptical. The waitress came and I ordered a standard staple which they called \""the business man's plate\"" consisting of rice, beans, an enchilada and a taco.\n\nThe food comes and my skepticism grows even further as my entire plate is covered in shredded cheese. Listen, I'm a semi-fat guy and I love cheese as much as anyone else but when you're using that much cheese you're trying to mask something. I look at the taco and it looks like a pre-made taco shell, like something you'd get at the grocery store but maybe a little more light and thin. I was surprised to find the taco shell wasn't too bad and the beef inside was pretty good as well. The enchilada on the other hand was crappy at best. The sauce? Not so good and the tortilla seemed undercooked. It just wasn't right. I didn't really try the beans as that's not my thing but my wife said they were sweet like the salsa. I should note the chips even seemed kind of sweet but that may have been the salsa too. The rice was the saving grace of the meal, I did indeed enjoy the rice but that's it.\n\nWhen we left I called my mother in-law to see if she'd ever eaten there and she said she thought it all gross as everything was sweet. I was happy to hear this as it confirmed I wasn't the only one who thought so.\n\nIf I were ever in the area (not often) and jonesing for rice (pretty sure that's never happened in my life) I might consider stopping in for a pint of it to go. Otherwise I'm more than happy to never set foot in this place again.\n\nHow this place has a 4 star average and so many awards hanging on their wall is beyond me.\n\nDon't believe the hype.\n\npros:\n\n- rice\n\ncons:\n\n- overpriced\n- bad salsa\n- mediocre food\n- sweet beans (?)"
0,The worst experience at subway. The moment i walked in jennifer was brooming the floor with no acknowledgement of the customer and max was helping another customer 10 min of waiting and she is still cleaning until her co worker told her if she can help the customer. She doesn't even say hi and absolutes terrible customer service. At least the other guy ( max ) was nicer and well mannered but this girl is telling stories to the other guy and keeps forgetting my order and makes faces and funny noises explaining her stories which was just unprofessional. \nJust disappointing.
1,"If you want a Parisian Vegas restaurant experience, then skip the buffet and eat at the Le Cafe.\n\nSince they had a special for $39, I couldn't resist and my friend Ian will kill me for not telling him I ate here. I ordered red wine, French onion soup, filet mignon medium rare with a side of baked potato and sauted mushrooms and for dessert chocolate layer cake. \n\nROOM CHARGE!\n\nFirst I had the bread basket with the warm butter and that was delicious and was a good pre-starter before the appetizer. My French Onion soup was good but I had better and my entree was very tender juicy and the two sides was a great addition to the entree.\n\nLastly the dessert (chocolate mouse layer cake) was very rich indeed with the berry and cranberry on the side of the dish. Yum mee!!\n\n\nThe service here is so far excellent and the staff here are very friendly.\n\nI'll be back to try other stuff on the menu if I'm ever near by."
0,"I hope that I'll have to edit this review one day...\n\nI walked into Ulta a few nights ago.  Honestly, I looked like a hot mess - straight from the gym, no makeup.  Not nice.  I'm new to makeup too - the YouTube \""how to eyeliner\"" kind of girl.  Ulta can be an intimidating place...\n\nAnyway, walk into Ulta.  Girl at the registers says hello.  I wander all over the store looking for that Naked eye shadow, you know which one... Super pretty, I think it's just under $20.  Searching for that, know what I want, just not where to find it.  There are associates EVERYWHERE, but none of them paying attention to me.  Two associates helping someone else.  One walks by me (while I'm browsing clearance) but doesn't say anything.  I wander around some more, obviously looking for something - and no one offers to help or even check on me.  ...ULTA, I JUST WANT YOU TO HELP ME SPEND MY MONEY.\n\nI finally found the Naked eyeshadow.  The color I want is out if stock.  No sales associates to be found.  I left.  No one said \""goodbye\"", \""thanks for coming\"", etc.  Maybe they'll be getting it in soon.  I wouldn't know.  C'mon Ulta - I wanted to spend money!"
0,"Came on a Thursday at 10am for a late breakfast with my husband and 3 kids. It wasn't very busy at all, but took an hour to get our food. Our kids were restless and antsy and it made for a frustrating wait. It was our first visit, we've been wanting to try for some time. I got the steak and eggs. The steak was cooked as desired and had decent flavor. The country potatoes were terrible, however, hardly cooked, almost raw mixed with hardly any peppers and onions. They offered it with fruit or biscuits, but had to pay an addt'l $1.75 for gravy. LAME! Who orders biscuits without gravy? At any rate, the small and meager amount of gravy I did receive was decent, nothing great. All in all, our bill was over $50, for a blah breakfast. We probably won't return due to service and just nothing to write home about food."
0,"Punch me in the throat why don't you?\nTwist the knife before you pull it out of my back!\nThis is a update of my review posted on July 6th for a questionable vist we experienced on the 4th of July.\nI recived a reply from someone claiming to be the business owner, saying she was sorry and to contact her if I had any questions. Must of been bogus! We tried to contact her a couple of times with no success. They must be busy planning there next scam. If you have 100 seats, sell a 100 tickets not a 120 hoping some won't show. You made your money, beyond that is greed.\nOnce bitten, twice shy."
0,"Heard mostly good things about Lenscrafters, nothing overwhelming. So decided to give them a try. New store opened at San Tan mall so it was close and convenient. \n\nThe eye exam was fine, really like the Optometrist. The customer service on the store side, however, was not so great. They were courteous enough when we were choosing glasses.  However when we were checking out the computer wasn't accepting the information that was being put in.  The woman helping us said she didn't care if it took 20 minutes, she wasn't asking for help to get in their system. \n\nWe were hoping it didn't take 20 minutes. Eventually she figured it out.\n\nThe next thing that put us off was several days later, when we went back in briefly to have my glasses re-adjusted (they were a little tight). An employee took them, then said plainly, \""just want you to know that if I break them, we're not responsible.\""\n\nUm, what? \n\nSo, no, not the best of experiences for me and my husband. We won't go back, nor would we recommend them."
1,"The lunch buffet is great for a group or just a couple.  The food is wonderful and consistent.  If you always wanted to try Indian food but are afraid you'll order something and not like it, fear no more!  The buffet is a wonderful way to try a myriad of representatives of this fine international cuisine.  This is a favorite of my family and my coworkers (and I work with a large number of Indian citizens!)"
1,this saturday morning affair puts (unfortunately) any chicago's farmer market to S-H-A-M-E.
1,"Wow! From the fried chicken, to the sides everything is homemade deliciousness, those corn meal flap jacks are awesome and don't leave with out some banana pudding.  We'll be back for sure."
0,"I wanted to love this place. I really, really did but really, really didn't love it. I didn't even like it that much. We took some friends there for lunch today and by the looks of the food, it seemed so promising. It is a casual spot where the food it pretty much pre-prepared and being heated in the windows at the counter. This restaurant has pizza, salads, pasta, sandwiches, and baked goods. I ordered one of the specials, chicken parmesan with a side of penne alla vodka. The chicken was so bland that I felt like I was eating boiled chicken. As my husband put it, it tasted like diet food but without the benefits of diet food because of the breading. The pasta was also weirdly bland and spicy. The spicy part really surprised me because I have never had it spicy. My husband had the penne alla campagna (1/2) and another (1/2) penne dish that we can't remember. His were slightly better than mine but not by much. It is sad that the best part of the meal was the pepperoni pizza we bought for kids. Would I go there again? Probably not. For 4 adults and 2 kids, we spent $65 which I find disappointing for an extremely mediocre meal. I suppose for people that work close by (it is downtown at Central and Adams), it is a nice convenience but if I wanted Italian food, I'd probably choose Pasta Bar."
1,"Came here on a Saturday night at around 11:30 pm with small group of 4. Fortunately, my friend got us on the guest list so we got to wait in the shorter line on the right side of the entrance. There was a cover of $10 for guys and ladies were free I believe.\n\nThere is a dress code. So for guys, I would say a MINIMUM is a nice pair of jeans, non-tennis shoes, and collared shirt. I did see some guys suited up, so if that's your style you won't be too left out. Most of the ladies I saw inside were dressed pretty well with short, sexy dresses and heels. \n\nOnce we got inside, it was pretty packed. Still got a drink (a bit overpriced) in a reasonable amount of time though. The DJ was really good and played a mix of EDM and R&B/Hip Hop. I appreciated it. I can only fist pump for so long. \n\nThe bathroom is clean and unisex. I was really confused at first when I walked in, but quickly figured it out. The men's urinals is behind a wall so you aren't in full view of the women's side (fortunately or unfortunately? Up to you I guess.) \n\nThe outside patio seemed nice, but once I stepped out, I got hit by a wave of smoke from everybody smoking cigarettes and quickly walked back inside. \n\nLeft around 1 am, and the place was still pretty packed and lots of people were dancing. \n\nOverall, with the decor, ambiance, crowd, and music, it reminded me of one of the nicer clubs I would see in Vegas or LA. Would go here again. Like other reviewers said though, get your name on some kind of guest list though. The general admissions line is just way too long."
0,"This hotel smells awful.  It's a mixture of cigarette smoke and coconuts.  It's overwhelming.  It gets on your clothes and on your skin.  I had a reservation for 4 nights, but I moved out after spending just 1 night.  I had to wash all my clothes."
1,"Le Saint Bock has over 19 drafts on their white chalk board... what to drink?? \n\nI can't think properly when I am too excited, faced with too many choices: local Quebec beers from various microbreweries. \n\nI ended up just ordering by numbers... lucky number 17 and 19 at $4.13 each.\n\nThe low armchairs are quite comfy... and music quite loud... I can only see my friend's mouth moving but cannot hear a thing.....it is quite dark inside too and everyone looks good?! Maybe just a little too much to drink?\n\nWaitress is super nice and ask if we need separate checks for our beers??"
0,"Not all Asian markets are made equal.  Tan Phat is no exception.  And we have not been impressed by this store...sadly, too, as it's so close to home.\n\nHere's the run down.  The organization of the store is fine.  At one end they have large refrigerators (maybe freezers?) and kitchen tools/dining supplies.  At the other they have produce.  Along the back wall they have a variety of fresh meats.  I'll admit, we've bought very little here, though partly because we were unable to FIND what we were looking for.  Everything in between seems to be organized by categories, some very specific some very broad: there's an aisle for rice noodles, almost exclusively, and another for Indian products.\n\nWhile the store is pretty large (two or three times the size of our favorite little Viet store back in Utah), the selection seems to be pretty sparse.  The shelves have a lot of the same taking up a lot of the space.  We have tried to find flat broad wheat noodles (which seem to be hard to find in Phoenix, to be fair) and Hon-dashi, both to no avail.  We also were unable to find anything but soft tofu on one visit.\n\nI think the biggest hang up for me, just before the lack of merchandise, is the difficulty we've had in communicating with the staff.  While I'm by no means an ardent believer of \""In Murica we speak English!\"" I feel that if you're going to open a business that does draw a diverse clientele (I've seen others of various backgrounds, who also don't speak Vietnamese) it's important to expand your vocabulary enough to meet the needs and answer the questions of patrons.  This does not appear to be a priority for this business, and, as such, we're willing to make the drive to LF Market on Bell Rd instead.\n\nI've also noticed others mention the cleanliness of the store and, well, I don't really care, to be honest.  I've noticed lots of stores similar to Tan Phat are comparably dingy.  It's not a priority for me, though.  I actually kind of like that feel over the sterilized feeling in most American grocery stores.\n\nNow, if you speak Vietnamese, and your wants are within their stock, by all means, come here.  We still do, sometimes, but it's certainly _not_ our go-to store."
0,"Terrible experience. I wish I could give negative stars or no stars. Placed an online order and paid with a credit card recently. The driver was 20 mins late! The pizza and wings were not hot. We called this location advised that our order is late and food was lukewarm. The person that answered advised that they were busy, didn't apologize and supposedly gave a $5 credit for our next order. \n\nDays later, looked at my credit card account statement and was CHARGED AN EXTRA $3!!!! This is CC fraud! Best believe I contacted this location very upset. Supposedly they are firing the delivery driver because we are the second caller to report this kind of incident. Makes me wonder how many other innocent people they are doing this to and other things. Businesses like this do not deserve to be open. If this is a franchised location, shame on the person running this. This is not a way to run a business. Maybe just simply hire deserving, trust worthy people that do their job.  \n\nIf anyone has to order from this Pizza Hut for whatever reason: Words of advise - check your order, keep track of the time from when your order was placed and pay in cash."
0,"Service sucks.  The hostess (surly, middle-aged blond) was unbelievably rude.  I don't know if she was having a bad day, but she did not need to take it out on customers.  No tacos are worth that attitude.  Good riddance.\n\n(PS on Apr 3)- I see other reviews suggesting the surly middle-aged blond may have been the owner.  That is so much worse than a nasty hostess.  If I could give this place a 0 stars, I would.  :("
1,"I love this place! The Meatball sandwich is great and so are all the pastas. Completely authentic and not gross like a cheapy Italian Restaurant.\nEverything is good from the bread, to the meatballs, to the side salad. Order the half portion or full portion of all their menu items and it will not disappoint. Expect to wait a 1/2 or more for your food to arrive though, it will not be done quickly but it will be worth the wait. Call ahead if you are in a hurry! The desserts are also delicious, not to mention it contains a market with a surplus of Italian ingredients to make your own meal at home. Your Italian Grandma would be so proud!"
0,"Decided to stop by here (for the first time) last week for a quick fix. I'm not sure if this was an isolated incident, but this was not up to par with the consistency that I would expect eating at any other golden arches restaurant. In fact, both my Big Mac and my girlfriend's were surprising dry! I'm sorry but the secret sauce was not enough to save them! To top it off, we order combos and they really skimped out on the fries (the french fry containers were not overflowing full as I'm used to getting from other Mickey Dee's). \n\nAlso, since they were new and for a \""limited time\"" (and thank the man upstairs for that), we tried out the McBites instead of our usual McNuggets, only to find ourselves in utter disappointment. The McBites were super dry and very hard with very little meat to be found. They were more like fried batter that were sitting too long under a heat lamp. I'm not sure if I'd ever give this location a try again, there were just too many strikes in one instance. Moreover, we went through the drive-thru so it's not like we could've complained to the manager if we ate inside. Overall, this was a bad first impression at this location."
0,"Food is decent.  \n\nThe tater tots are particularly good.\n\nBeer is pretty good, too.\n\nHowever, I don't agree with their smoking policy.\n\nIf I want to sit outside, I should be able to sit wherever I want and not have to inhale second-hand cigarette smoke.\n\nThe Vig is now officially boycotted and I will schedule all of my business meetings elsewhere."
1,"Barbara is a professional Charlotte business owner that is just an overall inspiring woman. So thankful to know her. Would recommend working with Barbara to anyone  interested in a pet friendly, slob and kid friendly space."
0,"Went in for my first and ONLY time (won't bother again) for a french manicure with gel coating = $35\nIssues - mediocre manicure, and uninterested nail techs, and the TV was not on for entertainment/distraction... \nThe worst part to me was that they use UV machines to assist with drying the polish - for over FORTY minutes during the painting process! This bothered my eyes and my skin, as the machines become very hot and uncomfortable. When I tried to communicate my discomfort 20 minutes in, my concerns were brushed off."
0,"My family wanted to eat a good and cheap Christmas dinner as we were going to hit the buffets the next day. Known for the prime rib and steak and egg specials, Victorian Cafe was our destination that cold Christmas night. We got there around 9:30 PM and although there were a few empty tables, we were seated about ten minutes after we got there. Something about having to wait for the waitress to seat us. \n\nAnyway, I scanned the Yelp reviews on what was good, and decided to go with their prime rib special, which is usually $12.99 but on that day, was raised to $13.99. Too bad the steak and egg special is valid only after 11 PM. Each prime rib special comes with a salad or soup and fries, mashed potatoes or a baked potato. And of course, the table gets a basket full of hot rolls and butter. \n\nThe salad and rolls were delicious, but we all wanted to save our appetites for the prime rib. (We all ordered the same thing, haha). The prime rib comes out a while later, which made us all think that ... man, they must have run out of prime rib, so they're cooking us some good fresh one! When it arrived, each one was pretty darn big. Mine was a little bigger than the size of my hand! Unfortunately, the prime rib tasted really weird. It didn't even taste like meat! I felt like I was chewing on some weird variation of prime rib (almost like a vegetarian prime rib). It tasted like an imitation, and not at all like how prime rib usually tastes. Needless to say, my family and I were all very disappointed. We had to force the prime rib down, and this was the first time we actually had food left on our plates that we did not take back in a to-go box. \n\nGood service, good salad and bread, but sucky prime rib! The crust was too salty and the meat was too rubber tasting. We were confused as the meat was pink - not overcooked, but just not tasting the way it should. The ambiance was nice with dim lighting and booth seating (tables as well), but that prime rib was a shame."
0,"If there was a possible zero, this place would get it. But, Yelp felt the need that all business deserve pity stars. \n\nFrom upon entering, we're greeted by an Asian fellow with glasses. There were two-three tables open for 10...he reluctantly seated us and was about to put us on a waiting list. If not mentioned, we would have wasted our time. \n\nSoup is less than mediocre, broth was bland and constumer service was blatantly disrespectful. We asked multiple times for simple sides like onion, and waiters would not acknowledge our requests. \n\nJust to top off the cake, there was curly hair in my #10 soup. The cashier was apologetic, but not by nature. She looked at my wife and I, trying to find out if the hair belong to one of us. The hair was curly and short, possibly armpit hair. For her to stare up and down at us, it was very offensive, we did not plan to eat someone else's pubes. For a restaurant that cries it is the number 1 soup restaurant, they sure treat us like we are the last people to come back."
1,"This place is AWESOME!!  When my friend said Esquire magazine listed these as \""the best pancakes in America\"", and he had tried them and agreed, we went and now I totally agree! We kept going back on our trip to Vegas, and I will definitely recommend this to friends.  \n\nWe ate breakfast here a few times, lunch, and deserts.  Everything is fresh.  The OJ is like drinking an orange.  The pancakes are fabulous, buttery, kind of crisp on the outside and perfect fluffy on the inside, with delicious syrup!  It is too much to finish when you get the breakfast for $8 that includes an egg, two plate sized cakes, and two sausages or bacon slices.  The portions are, of course, Vegas sized.  The bread is fresh baked and you can taste it.  Pie is delicious, all tastes homemade.   The chocolate strawberry pie had actual big strawberry pieces in side the creamy chocolate.  Amazing!  \n\nThe second breakfast I tried the was hashbrowns, bacon, and toast. Potatoes were great, and bacon cooked right.  The only thing I didn't like was the jelly for toast.  Way too sugary and would have preferred a homemade type jam, but if that is the only complaint who cares?  \n\nDuPar's is on Fremont, in the Golden Gate, at the very back corner across from the Plaza.  If you go early for breakfast it is less crowded.  It is an old Vegas place, but don't let the outer casino judge the inside of Du-Par's.  It is well worth the visit. \n\nService is fast, friendly, food comes quick and hot, and it truly is great!  Prices are also fantastic in a city where the strip prices are ridiculous.  It is an old-school restaurant with a lunch counter, booths, and waitresses in white hats.  \n\nDefinitely try the pancakes.  Something I rarely order at breakfast.  They are classic!  \n\nGo Go Go to Du-Par's!!!!!"
